SaleDate,ItemsSold,RunningTotal,Country
2011-09-20,42212,2791948,United Kingdom
2011-09-21,15807,2807755,United Kingdom
2011-09-22,25854,2833609,United Kingdom
2011-09-23,16501,2850110,United Kingdom
2011-09-25,18000,2868110,United Kingdom
2011-09-26,13809,2881919,United Kingdom
2011-09-27,20279,2902198,United Kingdom
2011-09-28,21828,2924026,United Kingdom
2011-09-29,24451,2948477,United Kingdom
2011-09-30,17552,2966029,United Kingdom
2011-10-02,8380,2974409,United Kingdom
2011-10-03,24500,2998909,United Kingdom
2011-10-04,18304,3017213,United Kingdom
2011-10-05,32884,3050097,United Kingdom
2011-10-06,26808,3076905,United Kingdom
2011-10-07,25657,3102562,United Kingdom
2011-10-09,7275,3109837,United Kingdom
2011-10-10,22661,3132498,United Kingdom
2011-10-11,13093,3145591,United Kingdom
2011-10-12,13623,3159214,United Kingdom
2011-10-13,13324,3172538,United Kingdom
2011-10-14,14069,3186607,United Kingdom
2011-10-16,8311,3194918,United Kingdom
2011-10-17,19325,3214243,United Kingdom
2011-10-18,25043,3239286,United Kingdom
2011-10-19,14974,3254260,United Kingdom
2011-10-20,16297,3270557,United Kingdom
2011-10-21,20318,3290875,United Kingdom
2011-10-23,7070,3297945,United Kingdom
2011-10-24,20907,3318852,United Kingdom
2011-10-25,22477,3341329,United Kingdom
2011-10-26,18698,3360027,United Kingdom
2011-10-27,24255,3384282,United Kingdom
2011-10-28,17042,3401324,United Kingdom
2011-10-30,17656,3418980,United Kingdom
2011-10-31,2661,3421641,United Kingdom
2011-11-01,14758,3436399,United Kingdom
2011-11-02,24463,3460862,United Kingdom
2011-11-03,31841,3492703,United Kingdom
2011-11-04,31177,3523880,United Kingdom
2011-11-06,18339,3542219,United Kingdom
2011-11-07,25943,3568162,United Kingdom
2011-11-08,24889,3593051,United Kingdom
2011-11-09,35075,3628126,United Kingdom
2011-11-10,27859,3655985,United Kingdom
2011-11-11,23471,3679456,United Kingdom
2011-11-13,17269,3696725,United Kingdom
2011-11-14,42892,3739617,United Kingdom
2011-11-15,24741,3764358,United Kingdom
2011-11-16,23065,3787423,United Kingdom
2011-11-17,22279,3809702,United Kingdom
2011-11-18,20178,3829880,United Kingdom
2011-11-20,17822,3847702,United Kingdom
2011-11-21,21875,3869577,United Kingdom
2011-11-22,31938,3901515,United Kingdom
2011-11-23,27569,3929084,United Kingdom
2011-11-24,19860,3948944,United Kingdom
2011-11-25,29470,3978414,United Kingdom
2011-11-27,10936,3989350,United Kingdom
2011-11-28,26796,4016146,United Kingdom
2011-11-29,26807,4042953,United Kingdom
2011-11-30,20969,4063922,United Kingdom
2011-12-01,25308,4089230,United Kingdom
2011-12-02,24457,4113687,United Kingdom
2011-12-04,10816,4124503,United Kingdom
2011-12-05,42414,4166917,United Kingdom
2011-12-06,27191,4194108,United Kingdom
2011-12-07,27611,4221719,United Kingdom
2011-12-08,32576,4254295,United Kingdom
2011-12-09,9534,4263829,United Kingdom
2011-04-11,282,282,Unspecified
2011-05-10,654,936,Unspecified
2011-05-19,149,1085,Unspecified
2011-06-20,78,1163,Unspecified
2011-07-08,463,1626,Unspecified
2011-07-14,271,1897,Unspecified
2011-07-28,319,2216,Unspecified
2011-08-22,185,2401,Unspecified
2011-09-02,258,2659,Unspecified
2011-11-16,188,2847,Unspecified
2011-11-24,453,3300,Unspecified
